I
1200 Generated by WorldEditor 2.5.2r1

1      2 0 0 KEYW Key West Intl
1302 city Key West
1302 country USA United States
1302 datum_lat 24.556111111
1302 datum_lon -81.759555556
1302 faa_code EYW
1302 gui_label 3D
1302 iata_code EYW
1302 icao_code KEYW
1302 region_code K7
1302 state Florida
1302 transition_alt 18000
1302 transition_level 18000
100 31.00 23 1 0.25 0 3 0  09  24.55604597 -081.76762463 87 97 2 0 0 1 27  24.55619403 -081.75231834 0 116 2 0 0 1
110 57 0.50 89.4 New Taxiway 2
111  24.55570412 -081.75249031
111  24.55547931 -081.75255102
111  24.55541830 -081.75279629
111  24.55539483 -081.75307956
111  24.55537129 -081.75496095
112  24.55537129 -081.75496095  24.55537014 -081.75511646
112  24.55546190 -081.75572863  24.55552745 -081.75580955
111  24.55546190 -081.75572863
111  24.55566227 -081.75578451
111  24.55579790 -081.75579100
111  24.55603089 -081.75572789
111  24.55602735 -081.75605839
111  24.55579287 -081.75598304
111  24.55566874 -081.75598357
111  24.55546048 -081.75604505
112  24.55546048 -081.75604505  24.55538386 -081.75610493
111  24.55536295 -081.75672798
111  24.55532108 -081.76161926
111  24.55539056 -081.76193208
111  24.55561275 -081.76199846
111  24.55572315 -081.76200581
111  24.55596386 -081.76193945
111  24.55596524 -081.76227543
111  24.55572707 -081.76219535
111  24.55560706 -081.76219223
111  24.55538361 -081.76225484
111  24.55532813 -081.76249220
111  24.55530133 -081.76286792
111  24.55526719 -081.76598280
112  24.55526719 -081.76598280  24.55527179 -081.76625210
111  24.55546821 -081.76629597
111  24.55569432 -081.76630580
112  24.55569432 -081.76630580  24.55576388 -081.76630190
111  24.55592402 -081.76614727
111  24.55592094 -081.76685565
111  24.55577957 -081.76685189
111  24.55578073 -081.76676694
111  24.55536622 -081.76675758
112  24.55536622 -081.76675758  24.55516268 -081.76675125
111  24.55512191 -081.76648842
111  24.55514337 -081.76421156
111  24.55508628 -081.76398326
111  24.55498167 -081.76402669
111  24.55489108 -081.76402074
111  24.55495652 -081.75950577
112  24.55495652 -081.75950577  24.55495364 -081.75942359
111  24.55491537 -081.75941311
111  24.55472364 -081.75936839
111  24.55455549 -081.75936874
111  24.55455551 -081.75864554
111  24.55453446 -081.75864226
111  24.55452459 -081.75851919
111  24.55415779 -081.75850473
111  24.55415906 -081.75807978
111  24.55395726 -081.75794926
111  24.55375708 -081.75803910
111  24.55349537 -081.75733423
111  24.55372000 -081.75724491
112  24.55384087 -081.75719464  24.55385627 -081.75718574
111  24.55384831 -081.75714892
111  24.55388286 -081.75710481
111  24.55388752 -081.75701763
111  24.55389527 -081.75687264
111  24.55399066 -081.75687264
111  24.55400000 -081.75736586
111  24.55407379 -081.75751442
111  24.55413225 -081.75765138
111  24.55420699 -081.75767035
111  24.55430666 -081.75775358
111  24.55447340 -081.75758606
111  24.55450023 -081.75769352
111  24.55457690 -081.75775358
